Municipio,Latitud,Longitud,Horario,Operador,Gasolina95,Gasolina98,GasoleoA,GasoleoPlus,Bioetanol(%),Ester Metilico(%)
Santiago,"42,924333","-8,575333",LLE,REPSOL,2.924,8.575,1.539,1.169,0.0,0.0489219615121581
Sobrado,"43,050611","-8,017250",L-V: 07:00-23:00;,CEPSA,3.05,8.017,1.478,1.217,0.0,0.0456219815121586
Teo,"42,821611","-8,612083",L: 07:00-23:00,,2.821,8.612,0.899,1.499,0.0,0.0511220015121588
Teo,"42,798139","-8,548222",LOSA-8,REPSOL,2.798,8.548,1.539,1.609,0.0,0.0151492200151215
Teo,"42,811500","-8,585778",L-D: 24,,2.811,8.585,0.999,1.469,0.0,0.0669220015121588
Teo,"42,811583","-8,585944",L-V: 07:00-23:00;,,2.811,8.585,0.999,1.469,0.0,0.0668220015121588
Teo,"42,761806","-8,547056",L-V: 07:30-22:00;,,2.761,8.547,0.999,1.497,0.0,0.0574220015121588
Teo,"42,811139","-8,545361",LC-541,,2.811,8.545,1.327,1.389,0.0,0.0249220015121588
Teo,"42,836556","-8,544694",L-D: 07:30-23:00,CEPSA,2.836,8.544,1.499,1.539,0.0,0.0568220015121568
Trazo,"43,008056","-8,560556",L-D: 07:00-23:00,SHELL,3.008,8.56,0.995,1.449,0.0,0.0101462204151215
Trazo,"43,028056","-8,593028",L-V: 06:30-22:30;,,3.028,8.593,1.425,1.035,0.0,0.0534220415121587
Val,"43,021667","-8,656194",LLO -,REPSOL,3.021,8.656,1.499,1.129,0.0,0.0488220515121587
Val,"43,045778","-8,670222",L-V: 07:30-22:30;,,3.045,8.67,1.488,1.568,0.0,0.0101322205151215
Val,"42,960222","-8,646944",L-D: 24,REPSOL,2.96,8.646,1.479,1.149,0.0,0.0507220515121587
Val,"42,990028","-8,697028",L-,,2.99,8.697,0.721,0.73,0.0,0.0471220515121555
Valdoviño,"43,599000","-8,148306",L-D: 24,SHELL,3.599,8.148,1.479,0.989,0.0,0.0906622061512155
Valdoviño,"43,601222","-8,060472",L-D: 24,,3.601,8.06,1.42,0.99,0.0,0.0146412206151215
Vedra,"42,777528","-8,406444",LLA-8,,2.777,8.406,0.95,1.449,0.0,0.0599220715121588
Vedra,"42,776944","-8,406611",LLA-8,,2.776,8.406,0.95,1.449,0.0,0.060022071512158
Vilasantar,"43,112000","-8,147583",L-D: 07:00-23:00,,3.112,8.147,0.8,1.339,0.0,0.0138852209151215
Vilasantar,"43,113972","-8,147917",LLE,PETRONOR,3.113,8.147,1.519,1.195,0.0,0.0524220915121512
Vimianzo,"43,112000","-9,028750",L-D: 07:00-22:00,REPSOL,3.112,9.028,1.519,1.169,0.0,0.0628221015121585
Zas,"43,104861","-8,917667",L-D: 07:00-23:00,CEPSA,3.104,8.917,1.489,1.173,0.0,0.0497221115121515
Zas,"43,153083","-8,952361",LLE,,3.153,8.952,1.509,1.229,0.0,0.0113412211151216
Alberca,"39,520639","-2,487694",LA)-2,REPSOL,9.52,2.487,1.569,1.479,0.0,0.0489922181607163
Aliaguilla,"39,741444","-1,327639",LLA-1,,9.741,1.327,1.311,0.888,0.0,0.0510922251607167
Almarcha (La),"39,686833","-2,385750",LA)-2,,9.686,2.385,0.79,1.499,0.0,0.0111362226160716
Almodóvar,"39,724528","-1,902278",L,,9.724,1.902,1.509,1.219,0.0,0.0524322281607164
Almonacid,"39,821444","-2,771833",L,,9.821,2.771,1.309,0.899,0.0,0.0108462229160716
Atalaya,"39,537750","-2,253889",LAYA,REPSOL,9.537,2.253,0.88,1.645,0.0,0.0487422361607164
Barajas,"40,123889","-2,908500",LO-2,REPSOL,0.123,2.908,1.599,1.529,0.0,0.0509822371607164
Belinchón,"40,032000","-3,042361",L-D: 06:00-22:00,CEPSA,0.032,3.042,1.519,1.549,0.0,0.0105942241160716
Belinchón,"40,064639","-3,083056",L-D: 24,REPSOL,0.064,3.083,1.609,0.949,0.0,0.0486622411607167
Belinchón,"40,032944","-3,041056",LLE,CEPSA,0.032,3.041,1.519,1.549,0.0,0.0105952241160716
Belmonte,"39,554167","-2,709750",L-D: 08:00-20:00,,9.554,2.709,0.49,1.325,0.0,0.0979722421607168
Beteta,"40,574056","-2,079278",LLE,PETRONOR,0.574,2.079,1.479,1.499,0.0,0.0514922441607161
Buenache,"39,654583","-2,160528",L-D: 24,,9.654,2.16,1.539,0.92,0.0,0.0144562247160716
Campillo,"39,612694","-1,792972",LLO,,9.612,1.792,1.289,0.889,0.0,0.0890622501607162
Campillo,"39,612083","-1,791750",LLO,,9.612,1.791,1.319,0.919,0.0,0.0108202250160716
Campos,"40,035444","-2,733306",L,REPSOL,0.035,2.733,1.489,1.569,0.0,0.0529822531607165
Campos,"40,042694","-2,734444",L,,0.042,2.734,1.295,0.9,0.0,0.0154102253160716
Cañaveras,"40,361278","-2,395028",L-D: 24,,0.361,2.395,1.469,1.469,0.0,0.0516022591607168
Cañaveras,"40,361278","-2,395000",L,,0.361,2.395,1.32,0.906,0.0,0.0892422591607165
Cañaveruelas,"40,401194","-2,637361",LAS-2,,0.401,2.637,0.887,0.089,0.0,0.0892622601607163
Cañete,"40,043333","-1,643167",LAS,,0.043,1.643,1.479,1.549,0.0,0.0509922611607163
Cañete,"40,028417","-1,656250",L-V: 08:00-20:00;,,0.028,1.656,1.35,0.93,0.0,0.0114202261160716
Carboneras,"39,904250","-1,805833",L,,9.904,1.805,1.484,0.98,0.0,0.0513822631607163
Cardenete,"39,767806","-1,694306",L-D: 24,,9.767,1.694,1.519,1.569,0.0,0.0153742264160716
Casas,"39,358806","-2,134056",LA,,9.358,2.134,1.319,1.389,0.0,0.0140612267160716
Casas,"39,345778","-2,329972",LA,,9.345,2.329,1.275,0.882,0.0,0.0114072268160716
Casas,"39,323361","-2,263583",LA,,9.323,2.263,1.287,0.885,0.0,0.0121372271160716
Casas,"39,325472","-2,266111",L-D: 24,GALP,9.325,2.266,1.439,0.999,0.0,0.0530922711607166
Casas,"39,334588","-2,370979",LOS,,9.334,2.37,1.34,0.91,0.0,0.0952622721607162
Casasimarro,"39,388139","-2,034722",LA,,9.388,2.034,1.316,0.919,0.0,0.0920522731607162
Casasimarro,"39,383083","-2,040278",LA),,9.383,2.04,1.349,1.419,0.0,0.0124482273160716
Casasimarro,"39,387889","-2,037639","LLA,",,9.387,2.037,0.6,1.369,0.0,0.0806222731607162
Castillejo,"39,517083","-1,753639",LEJO,,9.517,1.753,1.534,1.575,0.0,0.0531122751607162
Castillejo,"39,519389","-1,752472",LEJO,REPSOL,9.519,1.752,1.609,1.519,0.0,0.0487622751607162
Castillejo,"39,525444","-1,759417",LEJO,,9.525,1.759,0.91,0.091,0.0,0.0916422751607162
Castillejo,"39,517361","-1,753444",LEJO,,9.517,1.753,1.149,0.015,0.0,0.0159412275160716
Castillo,"39,638556","-2,328028",LLO,,9.638,2.328,1.534,1.594,0.0,0.0487122771607166
Castillo,"39,651444","-2,352278",LLO,GALP,9.651,2.352,0.699,1.584,0.0,0.0532222771607166
Castillo,"39,638250","-2,330556",LLO,,9.638,2.33,1.534,1.594,0.0,0.0487022771607164
Cervera,"39,782250","-2,422917",L,,9.782,2.422,1.354,0.935,0.0,0.0111552279160716
Cervera,"39,783528","-2,419194",L,,9.783,2.419,1.539,1.606,0.0,0.0517922791607161
Chillarón,"40,084528","-2,200806",L: 06:00-22:00,,0.084,2.2,1.514,1.605,0.0,0.053242280160716
Cuenca,"40,059472","-2,138278",L-D: 06:00-22:00,,0.059,2.138,1.379,1.429,0.0,0.051042283160716
Cuenca,"40,054833","-2,129806",L-D: 06:30-22:15,GALP,0.054,2.129,0.699,1.464,0.0,0.053082283160716
Cuenca,"40,051810","-2,143368",L 400,,0.051,2.143,1.439,1.499,0.0,0.091092283160716
Cuenca,"40,078222","-2,151472",LOS,ALCAMPO,0.078,2.151,1.299,1.309,0.0,0.044352283160716
Cuenca,"40,076222","-2,150361",LOS,BALLENOIL,0.076,2.15,1.299,1.309,0.0,0.0161752283160716
Cuenca,"40,076944","-2,151417",L-D: 07:00-22:00,GALP,0.076,2.151,1.439,1.489,0.0,0.044332283160716
Cuenca,"40,073639","-2,170250",LLE,,0.073,2.17,0.949,1.509,0.0,0.052862283160716
Cuenca,"40,066083","-2,134361",LLE,REPSOL,0.066,2.134,1.519,1.579,0.0,0.051472283160716
Cuenca,"40,067611","-2,135000",L-D: 24,,0.067,2.135,1.489,1.599,0.0,0.053282283160716
Cuenca,"40,051972","-2,124333",LOS,,0.051,2.124,1.369,1.399,0.0,0.0150782283160716
Cuenca,"40,055278","-2,126944",L-D: 24,,0.055,2.126,0.999,1.359,0.0,0.0137492283160716
Cuenca,"40,055111","-2,125889",L,REPSOL,0.055,2.125,1.615,1.525,0.0,0.051592283160716
Cuenca,"40,053389","-2,121528",L-D: 08:00-21:00,CARREFOUR,0.053,2.121,1.479,1.509,0.0,0.0121172283160716
Cuenca,"40,011694","-2,107139",LA)-2,,0.011,2.107,1.499,1.569,0.0,0.0483222831607164
Fuente,"39,931472","-3,010528",LA,,9.931,3.01,1.339,0.925,0.0,0.0480822891607164
Fuente,"39,930028","-3,011278",LLE,,9.93,3.011,0.938,0.089,0.0,0.0893522891607162
Graja,"39,517500","-1,672667",LLE,,9.517,1.672,0.91,0.089,0.0,0.0890222991607162
Herrumblar (El),"39,403639","-1,623972",LAR,,9.403,1.623,1.32,0.91,0.0,0.0941823011607164
Hinojosa (La),"39,728667","-2,412667",LA)-2,,9.728,2.412,1.29,0.87,0.0,0.0122082302160716
Hinojosos (Los),"39,608722","-2,827167",LOS)-2,,9.608,2.827,1.339,1.409,0.0,0.0153802303160716
Hinojosos (Los),"39,605333","-2,827278",LOS)-2,,9.605,2.827,1.339,0.909,0.0,0.0893923031607164
Hito (El),"39,903833","-2,714278",L)-2,BP,9.903,2.714,1.509,1.609,0.0,0.0489023041607164
Hito (El),"39,857944","-2,711278",L)-2,,9.857,2.711,1.309,0.899,0.0,0.0127432304160716
Honrubia,"39,596361","-2,280750",L-D: 24,REPSOL,9.596,2.28,0.965,1.525,0.0,0.0487323051607167
Honrubia,"39,602528","-2,280694",L-D: 07:00-23:00,BP,9.602,2.28,0.82,1.499,0.0,0.0112012305160716
Honrubia,"39,609056","-2,280778",LLE,CEPSA,9.609,2.28,1.499,1.589,0.0,0.0531023051607164
Horcajo,"39,848889","-3,002556",L,,9.848,3.002,0.665,1.334,0.0,0.0105362308160716
Horcajo,"39,844833","-3,003056",LA,,9.844,3.003,0.86,0.092,0.0,0.0922123081607164
Horcajo,"39,846806","-2,998639",L-D: 24,,9.846,2.998,1.349,1.199,0.0,0.0953323081607165
Huete,"39,913500","-2,744389",L-D: 24,REPSOL,9.913,2.744,1.519,1.609,0.0,0.0485523141607165
Huete,"39,912000","-2,743472",L-S: 08:00-21:00;,REPSOL,9.912,2.743,1.409,1.519,0.0,0.0485623141607165
Huete,"40,148893","-2,688424",L-D: 24,PETRONOR,0.148,2.688,0.69,1.499,0.0,0.0523423141607165
Huete,"40,132778","-2,692722",LA,,0.132,2.692,0.55,1.29,0.0,0.0893823141607162
Iniesta,"39,440278","-1,745472",LLE,REPSOL,9.44,1.745,1.479,1.539,0.0,0.0523623151607162
Iniesta,"39,443528","-1,752750",L-D: 24,,9.443,1.752,1.269,0.875,0.0,0.0100822315160716
Iniesta,"39,440889","-1,737139",L 330,,9.44,1.737,1.27,0.015,0.0,0.0153012315160716
Landete,"39,902806","-1,359611",LANO,,9.902,1.359,1.549,1.599,0.0,0.0529123181607163
Landete,"39,904750","-1,366139",LA 68,,9.904,1.366,1.319,0.89,0.0,0.0915623181607162
Ledaña,"39,367861","-1,721250",LEOS,,9.367,1.721,1.369,1.479,0.0,0.0138672319160716
Ledaña,"39,353250","-1,722306","L,",,9.353,1.722,0.865,0.089,0.0,0.0895723191607166
Mesas (Las),"39,395917","-2,767056",LAS)-2,REPSOL,9.395,2.767,1.479,1.029,0.0,0.0525723241607166
Mesas (Las),"39,384917","-2,764028",LAS)-2,,9.384,2.764,1.288,0.92,0.0,0.0890723241607162
Minglanilla,"39,531694","-1,564972",LLA-1,,9.531,1.564,1.299,0.013,0.0,0.0133442325160716
Minglanilla,"39,537722","-1,596944",LLA-1,,9.537,1.596,0.6,1.245,0.0,0.0900023251607163
Mira,"39,719111","-1,440528",L-D: 24,,9.719,1.44,0.91,0.089,0.0,0.0896623261607164
Montalbanejo,"39,731472","-2,500556",L-D: 07:00-23:00,,9.731,2.5,1.32,0.91,0.0,0.0893723281607164
Montalbo,"39,881722","-2,668556",LBO-2,,9.881,2.668,1.359,0.92,0.0,0.0920023291607166
Mota,"39,503167","-2,876750",L,REPSOL,9.503,2.876,1.469,1.519,0.0,0.0515223321607166
Mota,"39,491111","-2,886500",L,,9.491,2.886,1.339,0.903,0.0,0.0889923321607162
Motilla,"39,538444","-1,899472",LLA,REPSOL,9.538,1.899,1.518,1.628,0.0,0.0442023331607162
Motilla,"39,564250","-1,911028",LLA,REPSOL,9.564,1.911,1.519,1.589,0.0,0.0515023331607162
Motilla,"39,553750","-1,902806",LLA,LA GAVIOTA GASOLINERA,9.553,1.902,0.872,0.983,0.0,0.0123022333160716
Motilla,"39,560838","-1,904007",LLA,,9.56,1.904,1.28,0.875,0.0,0.0904223331607162
Motilla,"39,553778","-1,902944",LLA,NATURGY,9.553,1.902,1.289,1.199,0.0,0.0134502333160716
Palomares,"39,954722","-2,592028",L,,9.954,2.592,1.264,0.903,0.0,0.0115002344160716
Pedernoso (El),"39,487167","-2,742583",L)-2,,9.487,2.742,0.7,1.485,0.0,0.0966023491607166
Pedernoso (El),"39,482583","-2,749056",L)-2,,9.482,2.749,1.307,0.912,0.0,0.0894523491607166
Pedroñeras (Las),"39,442944","-2,671694",LAS)-2,CEPSA,9.442,2.671,1.528,1.61,0.0,0.0483023501607166
Pedroñeras (Las),"39,455389","-2,681611",LAS)-2,,9.455,2.681,0.779,1.389,0.0,0.0481123501607166
Pedroñeras (Las),"39,442444","-2,673444",LAS)-2,,9.442,2.673,1.339,0.909,0.0,0.0917023501607162
Peral (El),"39,496028","-1,901250",L,,9.496,1.901,1.28,0.86,0.0,0.0916123511607167
Pozoamargo,"39,361667","-2,200972",L-D: 24,REPSOL,9.361,2.2,1.5,1.58,0.0,0.0481823611607162
Pozorrubielos,"39,518361","-1,952528",L-D: 07:00-23:00,REPSOL,9.518,1.952,1.529,1.639,0.0,0.0146052362160716
Provencio (El),"39,412194","-2,589000",L)-2,CEPSA,9.412,2.589,1.551,1.659,0.0,0.0110542366160716
Provencio (El),"39,413333","-2,587889",L)-2,CEPSA,9.413,2.587,1.524,1.614,0.0,0.0109492366160716
Provencio (El),"39,375472","-2,568083",L)-2,BP,9.375,2.568,0.82,1.479,0.0,0.0513923661607166
Provencio (El),"39,381694","-2,575917",L)-2,,9.381,2.575,1.318,0.92,0.0,0.0926923661607164
Puebla,"39,782889","-2,808639",LA,,9.782,2.808,1.3,0.906,0.0,0.0100462367160716
Quintanar,"39,333472","-1,928833",L,,9.333,1.928,0.699,1.399,0.0,0.0919723701607162
Quintanar,"39,333389","-1,928306",L,,9.333,1.928,1.243,0.842,0.0,0.0878723701607162
Quintanar,"39,330972","-1,928250",L,,9.33,1.928,1.399,1.479,0.0,0.0125632370160716
Quintanar,"39,349167","-1,930056",L,,9.349,1.93,1.399,1.489,0.0,0.0919423701607164
Saelices,"39,915194","-2,796722",LLE,,9.915,2.796,0.899,1.408,0.0,0.0151692375160716
Saelices,"39,919667","-2,808111",L: 09:00-20:00;,,9.919,2.808,1.27,0.87,0.0,0.0891423751607163
Salvacañete,"40,101861","-1,505778",L 310,,0.101,1.505,1.479,1.549,0.0,0.0513223781607166
San,"39,392028","-2,438556",LLE,REPSOL,9.392,2.438,1.24,1.502,0.0,0.0485323791607166
San,"39,406472","-2,407861",L-D: 07:00-23:00,,9.406,2.407,0.885,1.379,0.0,0.0118392379160716
San,"39,394028","-2,407889",L,,9.394,2.407,1.499,1.609,0.0,0.0109812379160716
San,"39,408250","-2,422306",L-D: 24,BP,9.408,2.422,1.469,1.509,0.0,0.0517223791607166
San,"39,395083","-2,409139",LA,,9.395,2.409,1.509,1.619,0.0,0.0109822379160716
San,"39,412917","-2,423861",LA,,9.412,2.423,1.235,0.015,0.0,0.0153062379160716
San,"39,408694","-2,421139",L,,9.408,2.421,1.285,0.885,0.0,0.0938223791607167
San,"39,845389","-2,361611",LA,,9.845,2.361,1.469,1.599,0.0,0.0527923801607163
Santa,"39,967139","-1,262694",LA,,9.967,1.262,1.4,0.98,0.0,0.0114842383160716
Santa,"39,484833","-2,825389",LOS,CEPSA,9.484,2.825,1.534,1.634,0.0,0.0106102384160716
Santa,"39,485972","-2,824472",LOS,CEPSA,9.485,2.824,1.534,1.634,0.0,0.0106112384160716
Santa,"39,491694","-2,807944",LOS,,9.491,2.807,1.32,0.87,0.0,0.0895623841607166
Santa,"39,562389","-2,426222",L,,9.562,2.426,1.379,0.89,0.0,0.0121082385160716
Talayuelas,"39,846556","-1,272889",LAS-1,REPSOL,9.846,1.272,0.9,1.539,0.0,0.0483923901607164
Tarancón,"40,002833","-3,004778",L-D: 24,CEPSA,0.002,3.004,1.499,1.259,0.0,0.0519923911607164
Tarancón,"40,006778","-3,018500",L-D: 24,,0.006,3.018,1.319,1.599,0.0,0.0807123911607164
Tarancón,"40,003222","-3,004611",LFO,CEPSA,0.003,3.004,1.499,1.659,0.0,0.0520023911607164
Tarancón,"40,005611","-3,015944",L DE,,0.005,3.015,0.799,1.319,0.0,0.0160232391160716
Tarancón,"40,005472","-2,982722",LOS,,0.005,2.982,1.28,0.88,0.0,0.0895123911607164
Tarancón,"40,006583","-3,005306",L-D: 24,,0.006,3.005,1.319,1.399,0.0,0.0486123911607167
Tébar,"39,484444","-2,158278",LACE,REPSOL,9.484,2.158,0.975,1.535,0.0,0.0487523921607167
Tébar,"39,484889","-2,156278",LA 39,,9.484,2.156,0.659,1.455,0.0,0.0111992392160716
Tébar,"39,485778","-2,161972",LLE,,9.485,2.161,0.5,1.319,0.0,0.0139712392160716
Torrejoncillo,"40,007639","-2,570306",LLO,,0.007,2.57,1.35,0.98,0.0,0.0129462396160716
Torrubia,"39,899250","-2,955667",L,,9.899,2.955,1.334,0.939,0.0,0.0113742397160716
Tragacete,"40,348611","-1,850472","LLO,",,0.348,1.85,1.479,1.539,0.0,0.0514823991607164
Tresjuncos,"39,702194","-2,750944",LA,,9.702,2.75,1.33,0.88,0.0,0.0922024001607168
Valdeolivas,"40,505361","-2,449639",LTA,,0.505,2.449,1.326,0.906,0.0,0.0916924081607161
Valeras (Las),"39,770444","-2,166139",LERA,,9.77,2.166,1.589,1.619,0.0,0.0477624101607168
Villaconejos,"40,399028","-2,319694",L-D: 24,,0.399,2.319,1.294,0.889,0.0,0.0116472418160716
Villaescusa,"39,603500","-2,672694",LLE,,9.603,2.672,1.4,1.01,0.0,0.0122522419160716
Villagarcía,"39,330167","-1,848306",L,,9.33,1.848,1.271,0.895,0.0,0.0108402420160716
Villalba,"40,341694","-2,646444",LBA,,0.341,2.646,1.499,1.09,0.0,0.0512724221607162
Villalpardo,"39,469694","-1,624528",L,,9.469,1.624,1.281,0.909,0.0,0.0101252424160716
Villamayor,"39,732694","-2,920528",LA,,9.732,2.92,1.27,0.905,0.0,0.0892524251607162
Villanueva,"39,442917","-1,959667",LA,,9.442,1.959,1.399,1.499,0.0,0.0139362427160716
Villar,"39,782389","-2,569056",LLAR,,9.782,2.569,1.29,0.85,0.0,0.0117372428160716
Villarejo,"39,788611","-2,689583",LLE,,9.788,2.689,1.34,0.88,0.0,0.0891624351607167
Villarejo,"39,871083","-2,445389",L-D: 07:00-23:00,,9.871,2.445,1.295,0.885,0.0,0.0915724371607164
Villares,"39,864361","-2,577083",L,REPSOL,9.864,2.577,1.519,1.629,0.0,0.0484324381607164
Villares,"39,840611","-2,510972",L,REPSOL,9.84,2.51,1.499,1.029,0.0,0.0520324381607164
Villares,"39,844139","-2,503528",L,,9.844,2.503,0.515,1.31,0.0,0.0162802438160716
Villarrubio,"39,961139","-2,926278",LLE,,9.961,2.926,0.749,1.399,0.0,0.0878924391607162
Villarta,"39,440500","-1,647528",LCE,,9.44,1.647,1.305,0.899,0.0,0.0922824401607161
Villaverde,"39,768389","-2,268028",L-2,,9.768,2.268,0.93,0.095,0.0,0.0950624421607167
Zafra,"39,872806","-2,609750",LLE,REPSOL,9.872,2.609,1.519,1.629,0.0,0.0486824461607208
Aia,"43,274111","-2,129028",L-S: 08:00-13:00,,3.274,2.129,1.389,1.449,0.0,0.014195312920162
Aia,"43,237028","-2,152194",L.,,3.237,2.152,1.479,1.539,0.0,0.015385312920162
Andoain,"43,206667","-2,034417",LLE,,3.206,2.034,0.695,1.319,0.0,0.010340313720162
Andoain,"43,218639","-2,021194",LOW,,3.218,2.021,0.699,1.318,0.0,0.016316313720162
Andoain,"43,232028","-2,000389",L-D: 24,,3.232,2.0,1.553,1.653,0.0,0.012647313720162
Anoeta,"43,155306","-2,069111","LA,",,3.155,2.069,1.309,1.409,0.0,0.015971313820162
Arrasate,"43,070694","-2,475278",L-D: 07:00-22:00,,3.07,2.475,1.269,1.369,0.0,0.03631422016205
Arrasate,"43,048472","-2,498750",L,GALP,3.048,2.498,0.699,1.299,0.0,0.014359314220162
Arrasate,"43,067028","-2,478333",L-D: 24,PETRONOR,3.067,2.478,1.579,1.499,0.0,0.09731422016205
Arrasate,"43,048694","-2,497500",L-D: 24,,3.048,2.497,0.929,1.389,0.0,0.01431422016205
Arrasate,"43,063333","-2,476111",LLE,REPSOL,3.063,2.476,0.919,1.515,0.0,0.012158314220162
Arrasate,"43,058694","-2,493500",L-V: 06:30-22:00;,,3.058,2.493,1.259,1.329,0.0,0.015827314220162
Astigarraga,"43,282583","-1,951278",L,,3.282,1.951,1.339,1.439,0.0,0.014946314420162
Astigarraga,"43,281972","-1,916778",L-D: 06:30-22:00,,3.281,1.916,1.339,1.439,0.0,0.023144201620211
Ataun,"43,015361","-2,176500",L-D: 24,,3.015,2.176,1.509,1.209,0.0,0.07314520162072
Azkoitia,"43,172361","-2,303167",LLE,,3.172,2.303,1.339,1.449,0.0,0.014451314620162
Azkoitia,"43,176444","-2,312056",L-D: 24,,3.176,2.312,1.499,1.578,0.0,0.089314620162073
Azpeitia,"43,178083","-2,291139",L-S: 06:00-22:00;,,3.178,2.291,1.349,1.449,0.0,0.010656314720162
Azpeitia,"43,189667","-2,258778",L-D: 24,,3.189,2.258,0.9,1.499,0.0,0.08314720162073
Azpeitia,"43,175861","-2,252194",L: 24,,3.175,2.252,1.337,1.447,0.0,0.016112314720162
Azpeitia,"43,203861","-2,253778",L-V: 06:00-22:00;,,3.203,2.253,0.69,1.339,0.0,0.03031472016202
Beasain,"43,048222","-2,227278",L-D: 24,REPSOL,3.048,2.227,0.929,1.509,0.0,0.013931492016202
Beasain,"43,045278","-2,194806",L-S: 05:30-21:30;,REPSOL,3.045,2.194,1.519,1.239,0.0,0.014431492016202
Beasain,"43,050028","-2,220417",L-V: 07:00-21:00;,REPSOL,3.05,2.22,1.599,1.509,0.0,0.08031492016202
Beasain,"43,045861","-2,234583",LLE,GALP,3.045,2.234,1.419,1.219,0.0,0.069314920162057
Bergara,"43,105083","-2,420611",LLE,CEPSA,3.105,2.42,1.509,1.569,0.0,0.015806315320162
Bergara,"43,107861","-2,406556",LLE,,3.107,2.406,0.799,0.919,0.0,0.013520315320162
Bergara,"43,122694","-2,425306",LLE,,3.122,2.425,1.259,1.329,0.0,0.013788315320162
Bergara,"43,125833","-2,423889",LLE,REPSOL,3.125,2.423,1.589,1.509,0.0,0.0130315320162057
Bergara,"43,126389","-2,422500",LLE,,3.126,2.422,1.249,1.319,0.0,0.016282315320162
Bergara,"43,123417","-2,423028",LGO-2,PLENERGY,3.123,2.423,1.249,1.319,0.0,0.015841315320162
Deba,"43,293806","-2,341111",L-V: 08:00-20:00,GALP,3.293,2.341,1.459,1.509,0.0,0.067315620162082
Deba,"43,294167","-2,340833",L-D: 24,GALP,3.294,2.34,1.459,1.509,0.0,0.0683156201620829
Deba,"43,284944","-2,328222",L-D: 24,,3.284,2.328,0.789,1.529,0.0,0.0703156201620829
Deba,"43,284528","-2,329861",L,,3.284,2.329,0.789,1.529,0.0,0.0713156201620009
Donostia,"43,299889","-2,002111",L-V: 06:00-22:00;,REPSOL,3.299,2.002,1.599,0.919,0.0,0.084315720162001
Donostia,"43,309028","-1,981472",L,REPSOL,3.309,1.981,1.499,1.569,0.0,0.0933157201620014
Donostia,"43,285972","-1,984056",L-D: 24,REPSOL,3.285,1.984,0.919,1.509,0.0,0.0793157201620014
Donostia,"43,302139","-1,951361",L-D: 00:00-23:59,,3.302,1.951,0.666,1.327,0.0,0.015598315720162
Donostia,"43,295972","-1,966806",L-D: 24,CEPSA,3.295,1.966,1.548,1.608,0.0,0.08101315720162
Donostia,"43,297083","-1,966250",L,CEPSA,3.297,1.966,1.548,1.608,0.0,0.063157201620002
Donostia,"43,325194","-1,975111",L,PETRONOR,3.325,1.975,1.489,1.549,0.0,0.0573157201620012
Donostia,"43,304556","-1,949639",L-D: 07:00-21:50,,3.304,1.949,0.799,1.377,0.0,0.011154315720162
Donostia,"43,325889","-1,970639",LLE,,3.325,1.97,1.509,1.569,0.0,0.0173157201620015
Donostia,"43,311194","-1,943889",L DE,,3.311,1.943,1.339,1.379,0.0,0.0353157201620018
Donostia,"43,301083","-2,002528",L-D: 24,REPSOL,3.301,2.002,1.599,1.509,0.0,0.0143315720162016
Donostia,"43,254250","-2,023000",L-D: 24,GALP,3.254,2.023,0.699,1.534,0.0,0.027315720162016
Donostia,"43,247361","-2,025250",L-D: 06:30-22:30,CEPSA,3.247,2.025,1.561,1.65,0.0,0.0110315720162001
Donostia,"43,321667","-1,943667",LLE,REPSOL,3.321,1.943,1.519,1.579,0.0,0.010331572016206
Eibar,"43,189972","-2,454556",LLE,,3.189,2.454,0.739,0.909,0.0,0.02331582016206
Eibar,"43,181611","-2,482917",LLE,,3.181,2.482,0.7,1.409,0.0,0.01831582016206
Eibar,"43,189028","-2,463056",LLE,,3.189,2.463,0.688,1.289,0.0,0.016263315820162
Eibar,"43,180389","-2,487861",LLE,,3.18,2.487,0.699,1.309,0.0,0.09315820162087
Elgoibar,"43,221333","-2,406611",LLE,,3.221,2.406,0.699,0.899,0.0,0.014649316120162
Elgoibar,"43,219167","-2,408750",LLE,REPSOL,3.219,2.408,0.909,1.629,0.0,0.0115316120162087
Elgoibar,"43,210333","-2,419139",L-D: 24,,3.21,2.419,1.279,1.379,0.0,0.015224316120162
Errenteria,"43,295417","-1,899194",L-D: 07:00-23:00,,3.295,1.899,0.599,1.329,0.0,0.014507316220162
Errenteria,"43,316139","-1,905194",L-D: 24,GALP,3.316,1.905,1.329,1.379,0.0,0.072316220162054
Eskoriatza,"43,016944","-2,535278",L-D: 06:00-22:00,REPSOL,3.016,2.535,0.929,1.515,0.0,0.012159316420162
Eskoriatza,"43,013833","-2,534500",L-D: 24,PETRONOR,3.013,2.534,1.519,1.609,0.0,0.025316420162012
Hernani,"43,278472","-1,984250",L-D: 06:00-22:00,REPSOL,3.278,1.984,1.615,1.229,0.0,0.012046317020162
Hernani,"43,278056","-2,001361",L-V: 06:30-21:30;,PETRONOR,3.278,2.001,1.589,1.499,0.0,0.0112317020162012
Hernani,"43,266944","-1,968278",L-V: 06:00-22:00,,3.266,1.968,0.999,1.489,0.0,0.020317020162012
Hernani,"43,277667","-2,000944",L-D: 24,PETRONOR,3.277,2.0,1.589,1.499,0.0,0.0111317020162012
Hernani,"43,279778","-1,982444",LLE,REPSOL,3.279,1.982,1.615,0.929,0.0,0.012045317020162
