vehicle_id,datetime,location_province,liters,kwh,price_per_l,price_per_kwh,cost_eur,km_since_last,odo_km
T00119,2019-09-20,Valencia,546.74,,,,,1470,276103
T00278,2019-09-20,Barcelona,253.14,,,,,667,254800
B00372,2019-09-20,A Coruña,26.65,,,,,64,137567
T00089,2019-09-21,Zaragoza,119.83,,,,,384,207319
T00116,2019-09-21,Zaragoza,68.12,,,,,184,134812
T00074,2019-09-21,Zaragoza,161.72,,,,,467,324897
T00085,2019-09-21,A Coruña,304.7,,,,,1336,224514
T00283,2019-09-21,Sevilla,332.61,,,,,1200,247744
T00041,2019-09-21,Barcelona,112.59,,,,,401,184807
B00405,2019-09-21,Zaragoza,32.76,,,,,61,213110
T00197,2019-09-22,Barcelona,86.35,,,,,237,119504
T00294,2019-09-22,Barcelona,91.84,,,,,241,190302
T00091,2019-09-22,Sevilla,251.16,,,,,813,156494
B00396,2019-09-22,Zaragoza,360.49,,,,,906,230917
T00076,2019-09-22,Barcelona,248.43,,,,,722,283958
T00224,2019-09-23,Zaragoza,161.29,,,,,511,279816
T00023,2019-09-23,Valencia,429.19,,,,,1380,263338
T00066,2019-09-23,Madrid,109.77,,,,,382,288849
T00300,2019-09-23,A Coruña,150.25,,,,,479,278215
T00137,2019-09-24,Valencia,195.67,,,,,748,191542
T00180,2019-09-24,Valencia,322.93,,,,,1344,169748
T00217,2019-09-24,Zaragoza,621.52,,,,,1974,253620
T00127,2019-09-24,Zaragoza,237.03,,,,,928,177332
T00258,2019-09-24,Zaragoza,514.83,,,,,1704,232547
T00127,2019-09-25,Madrid,50.43,,,,,197,166843
T00202,2019-09-25,Sevilla,262.06,,,,,750,275019
B00399,2019-09-26,Madrid,188.49,,,,,634,201207
T00006,2019-09-26,Zaragoza,417.71,,,,,1526,107987
B00348,2019-09-27,Sevilla,194.93,,,,,441,298343
T00237,2019-09-27,A Coruña,171.88,,,,,805,231025
T00213,2019-09-27,Barcelona,721.37,,,,,2139,252024
T00136,2019-09-28,Valencia,274.91,,,,,1269,232363
T00027,2019-09-28,Barcelona,608.68,,,,,2615,356460
B00363,2019-09-28,A Coruña,51.16,,,,,147,143724
T00228,2019-09-28,Madrid,690.95,,,,,2114,185465
T00036,2019-09-28,Sevilla,372.43,,,,,1459,175978
T00051,2019-09-28,Valencia,676.38,,,,,1835,186992
T00219,2019-09-28,Barcelona,802.33,,,,,2556,201695
B00410,2019-09-29,Zaragoza,278.82,,,,,670,205680
T00015,2019-09-29,A Coruña,326.39,,,,,1208,164444
T00230,2019-09-30,Madrid,233.89,,,,,821,200134
T00085,2019-09-30,Madrid,48.42,,,,,212,232237
T00233,2019-09-30,Barcelona,374.4,,,,,1065,207864
T00196,2019-09-30,Valencia,390.6,,,,,1302,262866
B00415,2019-10-01,Madrid,224.95,,,,,551,147609
B00316,2019-10-01,Zaragoza,,275.41,,,,162,227508
B00351,2019-10-01,Sevilla,225.89,,,,,482,213751
B00333,2019-10-03,Madrid,225.86,,,,,473,154551
B00399,2019-10-03,Sevilla,73.77,,,,,248,203481
B00305,2019-10-03,Madrid,,124.87,,,,92,142065
T00032,2019-10-03,A Coruña,331.29,,,,,1232,214336
B00336,2019-10-03,Zaragoza,240.54,,,,,569,121819
T00298,2019-10-03,Valencia,474.49,,,,,1666,278717
T00001,2019-10-04,Madrid,197.57,,,,,808,289593
T00054,2019-10-04,A Coruña,484.08,,,,,1719,138706
T00121,2019-10-05,Zaragoza,690.0,,,,,2214,276956
B00404,2019-10-05,A Coruña,73.95,,,,,167,201540
T00110,2019-10-05,A Coruña,500.12,,,,,1822,284556
T00112,2019-10-06,A Coruña,326.61,,,,,841,232737
T00070,2019-10-06,Valencia,502.28,,,,,1482,220547
T00187,2019-10-07,Madrid,87.78,,,,,315,126157
T00231,2019-10-07,A Coruña,403.55,,,,,1320,143000
T00275,2019-10-07,Madrid,496.81,,,,,1938,281682
T00198,2019-10-08,Valencia,487.45,,,,,1440,156947
B00362,2019-10-08,Barcelona,147.39,,,,,381,292512
B00331,2019-10-08,A Coruña,190.68,,,,,379,223706
T00073,2019-10-09,A Coruña,137.37,,,,,498,123906
T00014,2019-10-09,Sevilla,380.56,,,,,1387,106091
B00358,2019-10-09,Valencia,245.67,,,,,634,142338
T00145,2019-10-09,A Coruña,132.22,,,,,458,233744
T00016,2019-10-09,Madrid,267.25,,,,,769,307494
B00368,2019-10-10,Valencia,167.24,,,,,537,189467
T00290,2019-10-10,A Coruña,889.45,,,,,3006,215934
T00018,2019-10-10,Zaragoza,403.87,,,,,1383,289877
B00420,2019-10-11,Madrid,158.27,,,,,330,294424
B00406,2019-10-11,Barcelona,162.93,,,,,309,129721
B00345,2019-10-11,Barcelona,275.91,,,,,665,226296
T00033,2019-10-11,A Coruña,223.15,,,,,993,218955
T00196,2019-10-12,Zaragoza,486.31,,,,,1622,267319
T00021,2019-10-12,Zaragoza,90.11,,,,,205,249308
T00268,2019-10-12,Sevilla,407.5,,,,,1340,195392
T00088,2019-10-12,Madrid,190.2,,,,,527,269909
T00177,2019-10-13,A Coruña,689.64,,,,,1743,242927
T00206,2019-10-13,Barcelona,100.48,,,,,255,199169
B00420,2019-10-14,Madrid,183.77,,,,,383,291186
T00083,2019-10-15,A Coruña,535.54,,,,,1454,225317
B00312,2019-10-16,Madrid,,92.82,,,,57,215603
T00258,2019-10-16,Sevilla,652.56,,,,,2160,237202
B00318,2019-10-16,Zaragoza,,114.96,,,,109,106273
T00179,2019-10-16,Zaragoza,80.55,,,,,223,282698
T00088,2019-10-17,Barcelona,158.85,,,,,440,262360
T00007,2019-10-17,Zaragoza,300.45,,,,,1773,228943
T00239,2019-10-17,Madrid,755.92,,,,,2438,343515
T00055,2019-10-17,Zaragoza,633.66,,,,,3789,216043
T00244,2019-10-18,A Coruña,186.53,,,,,548,280820
T00207,2019-10-18,Barcelona,263.34,,,,,894,231769
T00114,2019-10-18,Zaragoza,294.48,,,,,973,202272
T00005,2019-10-19,Barcelona,90.58,,,,,334,213338
B00349,2019-10-19,A Coruña,101.98,,,,,209,121924
T00176,2019-10-19,Valencia,168.87,,,,,627,246439
T00031,2019-10-19,Barcelona,549.4,,,,,1897,171154
B00356,2019-10-20,Madrid,101.1,,,,,260,293477
T00006,2019-10-20,Zaragoza,74.04,,,,,270,119769
B00319,2019-10-20,Madrid,,151.82,,,,128,172713
T00227,2019-10-21,Madrid,925.79,,,,,3997,307051
T00028,2019-10-22,Barcelona,365.24,,,,,1426,264321
T00177,2019-10-22,A Coruña,463.79,,,,,1172,289447
T00070,2019-10-23,Valencia,665.21,,,,,1963,192847
B00301,2019-10-23,Zaragoza,,257.85,,,,175,246482
B00371,2019-10-23,Zaragoza,130.45,,,,,426,148304
T00261,2019-10-23,A Coruña,444.57,,,,,1630,200490
T00088,2019-10-23,Zaragoza,153.26,,,,,424,265430
T00215,2019-10-24,Valencia,212.52,,,,,717,148857
B00403,2019-10-24,Sevilla,325.94,,,,,899,236198
B00351,2019-10-24,A Coruña,183.2,,,,,391,208716
B00327,2019-10-25,Valencia,330.61,,,,,915,169903
T00247,2019-10-25,Valencia,222.16,,,,,755,232484
T00225,2019-10-25,Barcelona,575.74,,,,,2025,229724
B00368,2019-10-25,Sevilla,159.25,,,,,511,183823
T00179,2019-10-25,A Coruña,381.22,,,,,1058,279786
T00134,2019-10-26,Madrid,404.95,,,,,1257,121629
B00398,2019-10-26,Sevilla,49.4,,,,,108,257199
B00364,2019-10-26,Barcelona,321.25,,,,,779,192619
T00287,2019-10-26,Zaragoza,334.48,,,,,1912,222838
T00254,2019-10-26,Madrid,323.93,,,,,1190,295420
B00335,2019-10-26,Madrid,284.32,,,,,1055,132748
T00204,2019-10-26,Madrid,506.92,,,,,1674,232387
T00098,2019-10-27,Valencia,322.28,,,,,1048,152265
B00409,2019-10-27,Madrid,250.26,,,,,672,258551
T00044,2019-10-28,Sevilla,116.81,,,,,331,144983
T00260,2019-10-28,Madrid,593.81,,,,,2207,293056
T00194,2019-10-28,Barcelona,901.82,,,,,2382,269695
B00366,2019-10-29,Zaragoza,215.49,,,,,522,103227
T00055,2019-10-29,Sevilla,557.71,,,,,3335,143705
T00261,2019-10-29,Madrid,180.43,,,,,661,188206
T00046,2019-10-29,Barcelona,601.8,,,,,2672,244115
T00266,2019-10-29,Barcelona,901.08,,,,,3595,192370
B00351,2019-10-29,Sevilla,210.86,,,,,450,213269
T00093,2019-10-30,Sevilla,491.05,,,,,1458,167476
T00014,2019-10-30,Sevilla,411.14,,,,,1499,113415
B00333,2019-10-30,Barcelona,88.79,,,,,186,154737
B00387,2019-10-31,A Coruña,160.99,,,,,604,224323
T00046,2019-10-31,Madrid,108.66,,,,,482,189395
B00418,2019-10-31,Zaragoza,71.88,,,,,258,189459
T00238,2019-11-01,Sevilla,68.89,,,,,185,119672
T00191,2019-11-01,Zaragoza,643.57,,,,,2412,199680
T00082,2019-11-01,A Coruña,318.68,,,,,972,154688
T00192,2019-11-01,A Coruña,262.83,,,,,714,291319
T00235,2019-11-02,Madrid,110.32,,,,,294,305299
T00231,2019-11-02,Barcelona,493.51,,,,,1614,146984
T00096,2019-11-03,Madrid,230.51,,,,,634,241556
T00196,2019-11-03,Zaragoza,519.42,,,,,1732,256613
T00150,2019-11-04,Zaragoza,143.07,,,,,390,206054
T00286,2019-11-04,Zaragoza,468.53,,,,,1718,269791
T00063,2019-11-04,A Coruña,456.64,,,,,1496,278631
T00016,2019-11-04,Sevilla,99.93,,,,,287,296339
T00100,2019-11-04,Madrid,201.01,,,,,697,190253
T00204,2019-11-06,Barcelona,230.01,,,,,759,222944
T00055,2019-11-06,Sevilla,221.97,,,,,1327,212254
T00147,2019-11-06,A Coruña,427.75,,,,,1817,259587
T00216,2019-11-06,Madrid,494.89,,,,,1730,242152
T00206,2019-11-06,Zaragoza,100.55,,,,,255,202069
T00152,2019-11-07,Madrid,922.74,,,,,2210,207965
T00231,2019-11-07,Madrid,280.92,,,,,918,137503
T00217,2019-11-07,Barcelona,642.14,,,,,2039,294582
T00075,2019-11-07,Madrid,140.16,,,,,363,135097
T00161,2019-11-08,Madrid,304.74,,,,,1133,275684
T00294,2019-11-09,A Coruña,148.44,,,,,389,200794
T00291,2019-11-09,Sevilla,351.23,,,,,1331,198926
B00320,2019-11-09,Madrid,,299.98,,,,199,105505
B00321,2019-11-09,Barcelona,,141.75,,,,84,131441
T00033,2019-11-10,A Coruña,486.12,,,,,2164,206819
T00087,2019-11-10,A Coruña,610.12,,,,,1843,139604
T00193,2019-11-10,Madrid,515.06,,,,,2599,207676
B00400,2019-11-11,Sevilla,68.51,,,,,167,129859
B00348,2019-11-11,Madrid,186.44,,,,,421,297271
T00273,2019-11-11,Barcelona,137.38,,,,,441,122999
T00254,2019-11-11,Zaragoza,272.59,,,,,1002,290240
T00037,2019-11-12,Madrid,716.47,,,,,2887,175664
T00219,2019-11-12,Sevilla,748.06,,,,,2383,222082
B00378,2019-11-12,Madrid,44.92,,,,,111,118267
T00030,2019-11-12,A Coruña,527.1,,,,,1530,161325
T00221,2019-11-12,Sevilla,126.29,,,,,428,149175
T00248,2019-11-12,Madrid,288.14,,,,,972,142939
T00055,2019-11-13,Valencia,673.25,,,,,4026,202096
B00309,2019-11-13,Valencia,,140.33,,,,87,280726
T00231,2019-11-13,Madrid,162.83,,,,,532,145370
T00051,2019-11-13,Sevilla,369.02,,,,,1001,189750
T00076,2019-11-14,Sevilla,182.37,,,,,530,276707
T00075,2019-11-15,Sevilla,186.98,,,,,485,128484
B00405,2019-11-15,Sevilla,120.46,,,,,227,204042
T00144,2019-11-15,A Coruña,623.22,,,,,2640,257089
T00055,2019-11-16,Valencia,746.21,,,,,4462,157127
B00405,2019-11-16,Valencia,202.6,,,,,382,207082
T00016,2019-11-16,Sevilla,270.5,,,,,778,298947
T00171,2019-11-17,Sevilla,326.09,,,,,1084,265854
T00229,2019-11-18,Valencia,226.98,,,,,877,234712
B00404,2019-11-18,Barcelona,160.07,,,,,361,198333
T00214,2019-11-18,Zaragoza,553.7,,,,,1481,274893
T00048,2019-11-18,Sevilla,332.65,,,,,1193,248671
T00192,2019-11-18,Valencia,102.74,,,,,279,305238
B00327,2019-11-19,A Coruña,377.11,,,,,1044,166645
B00355,2019-11-19,Valencia,173.08,,,,,558,148525
T00228,2019-11-19,Barcelona,590.75,,,,,1807,197149
T00172,2019-11-19,Sevilla,326.05,,,,,940,236854
T00179,2019-11-19,A Coruña,91.55,,,,,254,278728
T00066,2019-11-20,Madrid,172.83,,,,,602,305476
T00172,2019-11-20,Valencia,154.88,,,,,446,213986
T00211,2019-11-20,Madrid,431.92,,,,,2113,221289
T00057,2019-11-20,A Coruña,252.72,,,,,783,150112
B00372,2019-11-20,Barcelona,64.2,,,,,154,139384
B00328,2019-11-20,Valencia,135.15,,,,,312,195398
T00282,2019-11-20,Madrid,210.08,,,,,685,144540
T00270,2019-11-20,Sevilla,399.54,,,,,1568,138159
T00089,2019-11-21,Barcelona,434.26,,,,,1394,193599
T00226,2019-11-21,Zaragoza,366.03,,,,,1663,184504
B00330,2019-11-21,Sevilla,88.62,,,,,205,301157
T00176,2019-11-21,A Coruña,948.09,,,,,3520,260111
T00136,2019-11-21,Sevilla,150.22,,,,,693,228752
T00165,2019-11-21,Zaragoza,193.95,,,,,592,243534
T00043,2019-11-21,A Coruña,137.91,,,,,601,169181
T00074,2019-11-22,Barcelona,216.83,,,,,626,329133
T00210,2019-11-23,Sevilla,102.1,,,,,439,217562
B00367,2019-11-23,Madrid,38.52,,,,,63,287451
T00272,2019-11-23,Sevilla,324.63,,,,,1214,141388
T00228,2019-11-23,Sevilla,307.89,,,,,942,206350
T00179,2019-11-23,Zaragoza,448.51,,,,,1245,283943
B00385,2019-11-24,Barcelona,299.85,,,,,863,233590
T00062,2019-11-24,Zaragoza,349.66,,,,,1616,227614
T00261,2019-11-24,Madrid,247.86,,,,,909,177476
T00258,2019-11-25,Madrid,95.64,,,,,316,239661
T00024,2019-11-25,A Coruña,445.19,,,,,1293,117666
T00128,2019-11-25,A Coruña,547.64,,,,,1933,259286
B00307,2019-11-25,Sevilla,,196.66,,,,128,258883
T00288,2019-11-26,A Coruña,684.62,,,,,2048,160434
T00150,2019-11-27,Sevilla,81.28,,,,,221,202076
T00209,2019-11-28,A Coruña,340.84,,,,,1166,203233
B00377,2019-11-28,Zaragoza,299.54,,,,,762,261794
B00382,2019-11-28,Sevilla,40.78,,,,,106,226755
B00380,2019-11-28,A Coruña,191.3,,,,,491,144826
T00076,2019-11-28,A Coruña,271.69,,,,,790,277497
T00149,2019-11-29,A Coruña,444.55,,,,,1178,276207
T00259,2019-11-29,Madrid,291.55,,,,,851,286288
B00384,2019-11-30,Madrid,64.93,,,,,154,143430
B00352,2019-11-30,Valencia,442.02,,,,,2062,252495
T00163,2019-11-30,A Coruña,544.25,,,,,1710,157382
T00177,2019-11-30,Sevilla,250.18,,,,,632,277342
T00161,2019-11-30,Zaragoza,496.3,,,,,1845,287923
B00405,2019-11-30,Valencia,217.7,,,,,411,213049
B00308,2019-12-01,A Coruña,,121.97,,,,80,200771
B00357,2019-12-01,Valencia,282.67,,,,,608,126698
T00100,2019-12-01,Valencia,147.41,,,,,511,178380
T00155,2019-12-02,Sevilla,673.56,,,,,3284,109758
T00260,2019-12-02,A Coruña,89.77,,,,,333,252528
B00340,2019-12-02,A Coruña,317.77,,,,,519,199334
T00012,2019-12-02,Sevilla,419.26,,,,,1270,170503
B00339,2019-12-03,Barcelona,88.58,,,,,213,132546
T00257,2019-12-03,Madrid,410.37,,,,,1391,112239
B00357,2019-12-03,Madrid,189.92,,,,,408,117515
T00137,2019-12-03,Valencia,266.97,,,,,1021,195974
T00270,2019-12-04,Valencia,384.09,,,,,1507,115136
T00073,2019-12-05,Barcelona,256.84,,,,,932,127417
B00414,2019-12-05,Madrid,201.01,,,,,774,248713
B00360,2019-12-05,Madrid,472.11,,,,,1069,242605
T00252,2019-12-05,Madrid,185.42,,,,,652,177702
T00250,2019-12-05,Sevilla,198.41,,,,,611,216512
T00156,2019-12-06,Madrid,444.49,,,,,1221,156417
T00003,2019-12-06,A Coruña,189.12,,,,,602,269431
T00120,2019-12-07,A Coruña,533.55,,,,,1776,217491
T00108,2019-12-07,Zaragoza,185.97,,,,,548,161651
B00414,2019-12-07,Barcelona,217.0,,,,,835,249548
B00369,2019-12-07,A Coruña,376.24,,,,,736,143057
T00098,2019-12-07,Madrid,101.28,,,,,329,168070
T00189,2019-12-07,Valencia,671.71,,,,,1877,288768
B00389,2019-12-07,Barcelona,84.46,,,,,280,261117
T00157,2019-12-08,Madrid,520.34,,,,,1556,136900
T00219,2019-12-08,Madrid,872.07,,,,,2779,233303
T00060,2019-12-08,Sevilla,838.2,,,,,2264,132323
T00186,2019-12-09,Madrid,309.25,,,,,840,232623
T00266,2019-12-09,Barcelona,159.39,,,,,636,223560
T00276,2019-12-09,A Coruña,376.32,,,,,1255,161864
T00187,2019-12-10,Zaragoza,286.44,,,,,1029,133109
T00095,2019-12-10,Barcelona,396.38,,,,,1170,166174
T00010,2019-12-10,A Coruña,138.65,,,,,527,200316
T00256,2019-12-10,Valencia,215.07,,,,,740,189579
T00252,2019-12-10,A Coruña,313.45,,,,,1103,172647
B00368,2019-12-10,Madrid,208.73,,,,,670,184493
B00368,2019-12-10,Madrid,160.13,,,,,514,182223
T00064,2019-12-11,Madrid,533.22,,,,,1915,133819
T00152,2019-12-12,Zaragoza,928.55,,,,,2224,197476
B00303,2019-12-12,Zaragoza,,160.19,,,,116,118196
T00141,2019-12-12,Zaragoza,660.64,,,,,2071,182243
T00261,2019-12-12,A Coruña,239.98,,,,,880,198860
B00310,2019-12-12,Sevilla,,176.32,,,,97,180804
T00284,2019-12-13,A Coruña,443.26,,,,,1649,175354
T00140,2019-12-13,Sevilla,632.31,,,,,2882,286346
T00187,2019-12-13,Sevilla,343.31,,,,,1233,137814
T00008,2019-12-13,Sevilla,164.92,,,,,474,213174
B00327,2019-12-13,Zaragoza,383.56,,,,,1062,165601
T00033,2019-12-14,A Coruña,413.91,,,,,1842,217962
T00043,2019-12-14,A Coruña,106.85,,,,,466,183059
T00160,2019-12-14,A Coruña,472.8,,,,,1523,148910
T00199,2019-12-15,Valencia,437.8,,,,,1922,216296
T00128,2019-12-15,Barcelona,471.28,,,,,1663,275183
T00019,2019-12-15,A Coruña,181.84,,,,,630,164588
T00034,2019-12-15,Madrid,284.21,,,,,800,293253
T00294,2019-12-16,A Coruña,350.65,,,,,920,195958
B00347,2019-12-16,Valencia,181.32,,,,,300,261573
B00406,2019-12-16,Barcelona,62.28,,,,,118,123883
T00058,2019-12-16,Barcelona,221.8,,,,,760,228085
T00168,2019-12-17,A Coruña,755.1,,,,,3159,330078
T00079,2019-12-17,Zaragoza,757.99,,,,,2289,283916
B00303,2019-12-17,Sevilla,,87.98,,,,63,120059
T00071,2019-12-17,A Coruña,404.7,,,,,1092,118409
B00388,2019-12-17,Valencia,470.72,,,,,869,277511
T00130,2019-12-17,Sevilla,281.75,,,,,1191,175097
T00098,2019-12-17,Zaragoza,366.18,,,,,1191,153456
T00282,2019-12-18,Valencia,308.25,,,,,1006,140607
T00231,2019-12-18,Valencia,78.6,,,,,257,158853
T00078,2019-12-18,Barcelona,151.22,,,,,632,271158
T00112,2019-12-18,A Coruña,285.82,,,,,736,230093
T00234,2019-12-18,Barcelona,454.62,,,,,1474,256170
T00194,2019-12-19,A Coruña,650.34,,,,,1718,256329
B00416,2019-12-19,Zaragoza,201.23,,,,,485,185643
B00367,2019-12-19,Barcelona,182.25,,,,,300,284829
T00035,2019-12-20,Valencia,169.71,,,,,472,280385
B00380,2019-12-20,Sevilla,213.57,,,,,548,148565
B00321,2019-12-20,Zaragoza,,202.04,,,,120,131703
T00284,2019-12-20,A Coruña,412.27,,,,,1534,168821
T00012,2019-12-20,Zaragoza,249.05,,,,,754,180216
T00014,2019-12-20,A Coruña,217.89,,,,,794,111326
B00384,2019-12-21,Madrid,87.4,,,,,207,140281
B00321,2019-12-21,Barcelona,,156.9,,,,93,132995
T00098,2019-12-22,Madrid,144.46,,,,,470,161128
T00209,2019-12-22,A Coruña,381.47,,,,,1305,210631
T00165,2019-12-22,Sevilla,442.18,,,,,1349,246158
T00147,2019-12-23,Barcelona,469.48,,,,,1995,254140
T00225,2019-12-23,Valencia,623.29,,,,,2192,196916
T00221,2019-12-23,Barcelona,105.84,,,,,359,145191
T00177,2019-12-23,Zaragoza,857.99,,,,,2168,245095
T00273,2019-12-24,Madrid,247.43,,,,,795,113576
B00397,2019-12-25,Barcelona,73.44,,,,,128,206982
T00194,2019-12-26,Sevilla,367.79,,,,,971,252232
B00420,2019-12-26,Zaragoza,186.29,,,,,388,285022
B00315,2019-12-26,Zaragoza,,217.89,,,,150,266738
T00015,2019-12-26,A Coruña,268.98,,,,,996,159541
T00093,2019-12-26,A Coruña,702.76,,,,,2087,177304
T00235,2019-12-27,Madrid,314.46,,,,,839,303085
T00218,2019-12-27,Sevilla,80.58,,,,,328,201835
T00049,2019-12-27,Madrid,623.55,,,,,1918,284718
B00420,2019-12-28,A Coruña,326.01,,,,,680,293022
T00112,2019-12-29,A Coruña,156.88,,,,,404,222414
T00281,2019-12-29,Madrid,345.58,,,,,1146,256496
T00033,2019-12-29,Valencia,661.13,,,,,2943,204655
T00155,2019-12-29,Barcelona,940.88,,,,,4587,195757
B00323,2019-12-29,Valencia,,209.14,,,,136,245518
T00094,2019-12-30,Barcelona,116.24,,,,,460,140689
T00120,2019-12-30,Zaragoza,396.58,,,,,1320,214952
T00075,2019-12-31,A Coruña,269.25,,,,,698,127305
T00104,2019-12-31,Valencia,220.17,,,,,631,178740
B00409,2020-01-01,Sevilla,242.49,,,,,651,262109
T00015,2020-01-01,A Coruña,104.62,,,,,387,179914
T00057,2020-01-02,Barcelona,279.65,,,,,866,159014
T00036,2020-01-02,A Coruña,271.1,,,,,1062,178560
B00343,2020-01-03,Barcelona,366.43,,,,,872,116421
T00266,2020-01-03,Barcelona,658.62,,,,,2628,207957
B00409,2020-01-03,A Coruña,135.05,,,,,362,259645
B00317,2020-01-03,Barcelona,,182.95,,,,134,277930
T00220,2020-01-03,Zaragoza,60.79,,,,,193,264833
T00166,2020-01-04,Valencia,592.08,,,,,2238,170207
T00150,2020-01-04,Sevilla,204.49,,,,,558,203642
B00337,2020-01-04,A Coruña,199.57,,,,,482,305864
T00018,2020-01-04,Barcelona,467.34,,,,,1601,271766
B00312,2020-01-04,Sevilla,,177.9,,,,109,215712
T00034,2020-01-04,Zaragoza,133.08,,,,,374,299602
B00399,2020-01-04,Barcelona,118.76,,,,,400,206153
B00334,2020-01-05,Sevilla,229.53,,,,,480,211497
T00008,2020-01-05,Madrid,85.06,,,,,244,202645
T00144,2020-01-06,Valencia,713.95,,,,,3025,214513
T00175,2020-01-06,Sevilla,848.89,,,,,2964,234022
T00022,2020-01-06,A Coruña,404.59,,,,,1124,128986
T00085,2020-01-06,Valencia,274.98,,,,,1206,204637
B00305,2020-01-06,A Coruña,,133.73,,,,98,138567
B00319,2020-01-06,A Coruña,,296.2,,,,250,175025
T00278,2020-01-07,Barcelona,367.69,,,,,969,264857
T00119,2020-01-07,Zaragoza,510.78,,,,,1373,265334
B00408,2020-01-07,Valencia,282.05,,,,,607,122803
B00322,2020-01-08,A Coruña,,113.21,,,,74,151863
T00151,2020-01-09,Valencia,232.22,,,,,766,282036
T00061,2020-01-09,Barcelona,908.87,,,,,3038,142551
B00348,2020-01-09,Zaragoza,231.37,,,,,523,296455
B00365,2020-01-09,A Coruña,70.03,,,,,179,239513
T00263,2020-01-09,Valencia,559.54,,,,,2082,140834
T00196,2020-01-10,Barcelona,173.1,,,,,577,257565
T00290,2020-01-10,Madrid,761.54,,,,,2574,219291
T00185,2020-01-10,Sevilla,311.02,,,,,940,114112
T00181,2020-01-11,A Coruña,528.9,,,,,1995,245845
T00268,2020-01-11,A Coruña,567.92,,,,,1868,193449
T00206,2020-01-11,Valencia,279.05,,,,,710,185624
T00293,2020-01-11,A Coruña,644.55,,,,,1602,248113
T00293,2020-01-11,Sevilla,911.63,,,,,2266,233187
T00197,2020-01-11,Barcelona,276.19,,,,,759,115308
B00359,2020-01-11,Sevilla,270.08,,,,,847,261459
B00407,2020-01-12,Madrid,221.03,,,,,570,138539
T00153,2020-01-12,Madrid,690.02,,,,,2380,324996
B00320,2020-01-12,Barcelona,,259.05,,,,172,108426
B00369,2020-01-13,Madrid,254.23,,,,,497,141616
T00216,2020-01-13,A Coruña,701.53,,,,,2453,228910
B00336,2020-01-14,Barcelona,182.84,,,,,432,120694
T00018,2020-01-15,A Coruña,274.05,,,,,938,279000
B00383,2020-01-15,Valencia,129.84,,,,,310,243270
B00358,2020-01-15,Barcelona,213.27,,,,,550,131942
B00409,2020-01-16,Zaragoza,277.59,,,,,745,264255
T00228,2020-01-16,Valencia,347.84,,,,,1064,198945
T00227,2020-01-16,A Coruña,403.19,,,,,1740,246708
T00255,2020-01-16,Barcelona,124.15,,,,,543,201971
T00161,2020-01-18,Sevilla,280.42,,,,,1042,281172
T00251,2020-01-18,Sevilla,688.43,,,,,1709,126014
T00072,2020-01-19,Valencia,165.37,,,,,447,209135
B00367,2020-01-19,Zaragoza,41.52,,,,,68,288921
T00019,2020-01-19,Valencia,195.99,,,,,679,167204
B00387,2020-01-19,Zaragoza,25.36,,,,,95,223719
T00128,2020-01-19,Barcelona,425.36,,,,,1501,257353
B00401,2020-01-19,Sevilla,142.04,,,,,526,140451
T00041,2020-01-20,Madrid,430.07,,,,,1535,193041
B00395,2020-01-20,Barcelona,367.66,,,,,769,280570
B00402,2020-01-21,Sevilla,289.43,,,,,651,284077
T00129,2020-01-21,Madrid,720.08,,,,,2198,216934
T00123,2020-01-21,Sevilla,425.14,,,,,1378,181461
T00213,2020-01-22,Valencia,184.46,,,,,547,242850
B00351,2020-01-22,Zaragoza,57.92,,,,,123,215849
T00090,2020-01-22,Madrid,96.58,,,,,282,301470
T00217,2020-01-22,Barcelona,850.18,,,,,2700,282334
T00031,2020-01-22,A Coruña,713.79,,,,,2464,161835
T00235,2020-01-22,Valencia,125.43,,,,,334,298436
T00093,2020-01-24,A Coruña,531.61,,,,,1578,186482
T00065,2020-01-25,A Coruña,85.8,,,,,264,199041
T00299,2020-01-25,Valencia,421.09,,,,,1732,249589
T00227,2020-01-26,Zaragoza,144.17,,,,,622,330767
T00131,2020-01-26,Zaragoza,245.57,,,,,585,180271
T00084,2020-01-27,A Coruña,230.45,,,,,539,243123
B00396,2020-01-27,Zaragoza,265.56,,,,,668,222483
T00060,2020-01-28,Madrid,880.41,,,,,2378,135254
T00192,2020-01-29,Sevilla,353.15,,,,,959,288960
T00248,2020-01-29,Zaragoza,162.41,,,,,548,122032
B00410,2020-01-29,A Coruña,170.43,,,,,409,224168
T00102,2020-01-29,Barcelona,188.55,,,,,618,163188
T00015,2020-01-30,A Coruña,376.01,,,,,1392,157555
T00034,2020-01-30,Valencia,263.25,,,,,741,296557
B00330,2020-01-30,Madrid,370.36,,,,,856,299946
T00037,2020-01-30,Madrid,922.53,,,,,3718,214111
B00397,2020-01-30,Sevilla,207.42,,,,,362,201366
T00269,2020-01-31,Barcelona,518.32,,,,,1997,287467
B00408,2020-01-31,Zaragoza,241.78,,,,,520,123860
T00102,2020-01-31,Valencia,403.87,,,,,1325,169880
T00196,2020-01-31,Barcelona,373.23,,,,,1244,261564
T00244,2020-01-31,Barcelona,89.11,,,,,262,291497
T00271,2020-01-31,Sevilla,262.43,,,,,1062,302406
T00103,2020-01-31,Barcelona,469.48,,,,,1864,249916
T00205,2020-02-01,Zaragoza,460.3,,,,,1653,212216
T00011,2020-02-01,Barcelona,397.46,,,,,1480,201537
